Node_ID,Roster_Code,School_Code,Class_Code,Label_Available,Q1_Gender,Q2_Age,Q3_Form,Q4_SchoolType,Q5_Programme,Q6_Residence,Q7_ParentEdu,Q8_FinDifficulty,Q10_MathsScore,Q11_EnglishScore,Q12_CAScore,Q13_AssignRate,Q14_Repeated,Q15_DaysAttend,Q16_DaysMissed,Q17_Lateness,Q18_Belonging,Q19_EnjoyLearn,Q20_StudyOwnWill,Q21_CanPass,Q22_SetGoals,Q23_Confident,Q24_PlanContinue,Q25_TeachersCare,Q26_HasSupport,Q27_StudyHours,Q28_QuietPlace,Q29_OutsideWork,Q31_StudyFreq,Q32_TurnToFirst,Q33_StudyGroup,Q34_ExamConfidence,Q35_Interest,TARGET_AtRisk
SCH-PGIRLS_1ARTS2_005_A,005,SCH-PGIRLS,1ARTS2,1,Female,15,Form 1,Public,General Arts,Boarding,SHS,Usually not a problem,69,52,72,6-8 out of 10,No,5,0,Never,Mostly belong,4,5,5,4,3,5,3,5,0-2 hrs/wk,Sometimes,None,A few times/wk,A classmate,Sometimes informal,Very confident,Somewhat interested,0
SCH-PGIRLS_1ARTS2_006_A,006,SCH-PGIRLS,1ARTS2,1,Female,15,Form 1,Public,General Arts,Boarding,Tertiary,Sometimes difficult,92,65,89,9-10 out of 10,No,5,2,Never,Mostly belong,5,5,5,3,5,5,5,3,6-8 hrs/wk,Sometimes,None,A few times/wk,A classmate,No,Very confident,Very interested,0
SCH-PGIRLS_1ARTS2_007_A,007,SCH-PGIRLS,1ARTS2,1,Female,16,Form 1,Public,General Arts,Boarding,Tertiary,Usually not a problem,91,48,88,9-10 out of 10,No,5,0,Never,Mostly belong,4,5,5,4,5,5,3,4,8+ hrs/wk,Always,Heavy housework,Almost every day,A classmate,No,Very confident,Somewhat interested,0
SCH-PGIRLS_1ARTS2_008_A,008,SCH-PGIRLS,1ARTS2,1,Female,17,Form 1,Public,General Arts,Boarding,Tertiary,Sometimes difficult,26,40,48,6-8 out of 10,No,5,0,Never,Strongly belong,4,5,5,4,4,5,4,5,3-5 hrs/wk,Sometimes,Heavy housework,,A teacher,No,Very confident,Very interested,1
SCH-PGIRLS_1ARTS2_009_A,009,SCH-PGIRLS,1ARTS2,1,Female,15,Form 1,Public,General Arts,Boarding,JHS,Sometimes difficult,40,50,58,9-10 out of 10,No,5,0,Never,Strongly belong,5,4,5,5,4,5,3,5,3-5 hrs/wk,Always,None,A few times/wk,A classmate,No,Very confident,Somewhat interested,0
SCH-PGIRLS_1ARTS2_010_A,010,SCH-PGIRLS,1ARTS2,1,Female,16,Form 1,Public,General Arts,Boarding,JHS,Sometimes difficult,57,51,72,9-10 out of 10,No,5,0,Sometimes,Not sure,4,5,5,3,3,5,3,4,3-5 hrs/wk,Sometimes,Heavy housework,A few times/wk,A classmate,Sometimes informal,Fairly confident,Somewhat interested,0
SCH-PGIRLS_1ARTS2_011_A,011,SCH-PGIRLS,1ARTS2,1,Female,17,Form 1,Public,General Arts,Boarding,SHS,Sometimes difficult,62,66,80,9-10 out of 10,No,5,0,Sometimes,Mostly belong,5,5,5,5,4,5,5,2,6-8 hrs/wk,Always,Heavy housework,Rarely,Manage alone,No,Very confident,Very interested,0
SCH-PGIRLS_1ARTS2_012_A,012,SCH-PGIRLS,1ARTS2,1,Female,17,Form 1,Public,General Arts,Boarding,JHS,Very difficult,60,58,77,9-10 out of 10,No,5,0,Sometimes,Mostly belong,4,4,5,5,4,3,5,4,3-5 hrs/wk,Sometimes,Paid work,Rarely,A classmate,Regular group,Not sure,Somewhat interested,0
SCH-PGIRLS_1ARTS2_013_A,013,SCH-PGIRLS,1ARTS2,1,Female,15,Form 1,Public,General Arts,Boarding,Unknown,Never a problem,60,50,78,9-10 out of 10,No,5,3,Sometimes,Mostly belong,4,5,5,4,3,5,3,4,0-2 hrs/wk,Always,None,Rarely,Manage alone,No,Very confident,Somewhat interested,0
SCH-PGIRLS_1ARTS2_014_A,014,SCH-PGIRLS,1ARTS2,1,Female,15,Form 1,Public,General Arts,Boarding,Tertiary,Sometimes difficult,45,63,57,6-8 out of 10,No,5,0,Never,Mostly belong,5,4,5,4,3,5,3,5,8+ hrs/wk,Always,None,Almost every day,A teacher,Regular group,Very confident,Somewhat interested,0
SCH-PGIRLS_1ARTS2_015_A,015,SCH-PGIRLS,1ARTS2,1,Female,15,Form 1,Public,General Arts,Boarding,Tertiary,Never a problem,84,80,82,9-10 out of 10,No,5,0,Never,Strongly belong,5,5,5,4,5,5,5,4,3-5 hrs/wk,Always,None,A few times/wk,A teacher,Regular group,Very confident,Very interested,0
SCH-PGIRLS_1ARTS2_016_A,016,SCH-PGIRLS,1ARTS2,1,Female,17,Form 1,Public,General Arts,Boarding,JHS,Sometimes difficult,66,82,80,9-10 out of 10,No,5,0,Never,Strongly belong,4,4,4,4,3,4,3,3,0-2 hrs/wk,Sometimes,Paid work,About once/wk,Manage alone,No,Fairly confident,Not at all,0
SCH-PGIRLS_1ARTS2_017_A,017,SCH-PGIRLS,1ARTS2,1,Female,13,Form 1,Public,General Arts,Boarding,Tertiary,Sometimes difficult,67,48,70,9-10 out of 10,No,5,0,Never,Strongly belong,5,5,5,5,4,5,4,5,6-8 hrs/wk,Sometimes,None,A few times/wk,A classmate,No,Very confident,Very interested,0
SCH-PGIRLS_1ARTS2_018_A,018,SCH-PGIRLS,1ARTS2,1,Female,15,Form 1,Public,General Arts,Boarding,SHS,Never a problem,46,64,61,9-10 out of 10,No,5,2,Never,Mostly belong,5,5,5,4,4,5,3,2,6-8 hrs/wk,Always,None,A few times/wk,A classmate,No,Very confident,Not very,0
SCH-PGIRLS_1ARTS2_019_A,019,SCH-PGIRLS,1ARTS2,1,Female,16,Form 1,Public,General Arts,Boarding,SHS,Sometimes difficult,69,70,75,6-8 out of 10,No,5,0,Sometimes,Mostly belong,5,5,5,5,4,5,4,5,8+ hrs/wk,Rarely/Never,Heavy housework,A few times/wk,A classmate,Regular group,Very confident,Very interested,0
SCH-PGIRLS_1ARTS2_020_A,020,SCH-PGIRLS,1ARTS2,1,Female,16,Form 1,Public,General Arts,Boarding,Primary,Usually not a problem,60,57,64,9-10 out of 10,No,5,0,Often,Mostly belong,5,5,5,4,4,5,5,5,6-8 hrs/wk,Always,Heavy housework,A few times/wk,A teacher,Regular group,Very confident,Very interested,0
SCH-PGIRLS_1ARTS2_021_A,021,SCH-PGIRLS,1ARTS2,1,Female,15,Form 1,Public,General Arts,Boarding,Tertiary,Usually not a problem,71,75,79,9-10 out of 10,No,5,0,Never,Mostly belong,5,5,5,4,3,3,5,3,8+ hrs/wk,Sometimes,Heavy housework,Almost every day,A classmate,Sometimes informal,Very confident,Very interested,0
SCH-PGIRLS_1ARTS2_022_A,022,SCH-PGIRLS,1ARTS2,1,Female,14,Form 1,Public,General Arts,Boarding,Tertiary,Sometimes difficult,22,30,37,9-10 out of 10,No,5,5,Never,Not sure,5,5,5,5,3,5,5,4,8+ hrs/wk,Always,Heavy housework,Almost every day,A classmate,No,Not sure,Not at all,1
SCH-PGIRLS_1ARTS2_023_A,023,SCH-PGIRLS,1ARTS2,1,Female,15,Form 1,Public,General Arts,Boarding,SHS,Usually not a problem,69,62,70,9-10 out of 10,No,5,0,Never,Mostly not belong,5,5,5,4,5,5,3,1,3-5 hrs/wk,Always,Paid work,Almost every day,Manage alone,Regular group,Very confident,Somewhat interested,0
SCH-PGIRLS_1ARTS2_024_A,024,SCH-PGIRLS,1ARTS2,1,Female,15,Form 1,Public,General Arts,Boarding,SHS,Sometimes difficult,50,65,68,9-10 out of 10,No,5,7,Never,Mostly not belong,5,5,5,5,5,5,4,1,3-5 hrs/wk,Sometimes,Heavy housework,Almost every day,A classmate,Sometimes informal,Very confident,Very interested,0
SCH-PGIRLS_1ARTS2_025_A,025,SCH-PGIRLS,1ARTS2,1,Female,16,Form 1,Public,General Arts,Boarding,SHS,Sometimes difficult,65,64,67,9-10 out of 10,No,5,7,Never,Strongly belong,5,5,5,5,4,5,3,1,3-5 hrs/wk,Sometimes,Paid work,Almost every day,A classmate,Regular group,Very confident,Very interested,0
SCH-PGIRLS_1ARTS2_026_A,026,SCH-PGIRLS,1ARTS2,1,Female,16,Form 1,Public,General Arts,Boarding,SHS,Never a problem,48,59,62,9-10 out of 10,No,5,0,Never,Not sure,4,5,5,4,5,5,3,5,3-5 hrs/wk,Sometimes,Paid work,Almost every day,A classmate,No,Very confident,Somewhat interested,0
SCH-PGIRLS_1ARTS2_027_A,027,SCH-PGIRLS,1ARTS2,1,Female,17,Form 1,Public,General Arts,Boarding,Tertiary,Sometimes difficult,100,68,75,9-10 out of 10,No,5,0,Never,Not sure,5,5,5,5,4,5,4,4,8+ hrs/wk,Always,Heavy housework,Almost every day,A classmate,Regular group,Worried,Very interested,0
SCH-PGIRLS_1ARTS2_028_A,028,SCH-PGIRLS,1ARTS2,1,Female,15,Form 1,Public,General Arts,Boarding,SHS,Sometimes difficult,12,31,35,9-10 out of 10,No,5,0,Never,Strongly belong,5,5,5,5,5,5,5,5,3-5 hrs/wk,Sometimes,None,Almost every day,A classmate,Sometimes informal,Very confident,Very interested,1
SCH-PGIRLS_1ARTS2_029_A,029,SCH-PGIRLS,1ARTS2,1,Female,15,Form 1,Public,General Arts,Boarding,Unknown,Sometimes difficult,63,44,65,9-10 out of 10,No,5,0,Never,Strongly belong,5,5,5,5,4,5,3,5,6-8 hrs/wk,Always,Farming/trading,A few times/wk,A classmate,Sometimes informal,Very confident,Not at all,0
SCH-PGIRLS_1ARTS2_030_A,030,SCH-PGIRLS,1ARTS2,1,Female,15,Form 1,Public,General Arts,Boarding,Tertiary,Sometimes difficult,52,51,45,9-10 out of 10,No,5,7,Never,Strongly belong,5,5,5,5,4,5,5,5,3-5 hrs/wk,Sometimes,Heavy housework,A few times/wk,A classmate,No,Very confident,Very interested,1
SCH-PGIRLS_1ARTS2_031_A,031,SCH-PGIRLS,1ARTS2,1,Female,16,Form 1,Public,General Arts,Boarding,SHS,Sometimes difficult,61,52,69,9-10 out of 10,No,5,0,Never,Not sure,5,5,,5,5,4,5,5,6-8 hrs/wk,Always,Heavy housework,Almost every day,A classmate,No,Worried,Somewhat interested,0
SCH-PGIRLS_1ARTS2_032_A,032,SCH-PGIRLS,1ARTS2,1,Female,16,Form 1,Public,General Arts,Boarding,Tertiary,Sometimes difficult,50,56,70,6-8 out of 10,No,5,0,Never,Not sure,5,5,5,4,5,5,3,3,3-5 hrs/wk,Sometimes,Paid work,Almost every day,Manage alone,No,Worried,Somewhat interested,0
SCH-PGIRLS_1ARTS2_033_A,033,SCH-PGIRLS,1ARTS2,1,Female,16,Form 1,Public,General Arts,Boarding,JHS,Usually not a problem,75,80,74,9-10 out of 10,No,5,0,Never,Strongly belong,5,5,5,5,5,5,5,5,8+ hrs/wk,Always,Paid work,Almost every day,A classmate,Regular group,Very confident,Very interested,0
SCH-PGIRLS_1ARTS2_034_A,034,SCH-PGIRLS,1ARTS2,1,Female,16,Form 1,Public,General Arts,Boarding,JHS,Usually not a problem,75,85,80,9-10 out of 10,No,5,0,Never,Strongly belong,5,5,5,5,5,5,5,5,6-8 hrs/wk,Always,None,Almost every day,A classmate,Regular group,Very confident,Very interested,0
SCH-PGIRLS_1ARTS2_035_A,035,SCH-PGIRLS,1ARTS2,1,Female,15,Form 1,Public,General Arts,Boarding,SHS,Sometimes difficult,75,93,85,6-8 out of 10,No,5,0,Never,Not sure,5,4,5,2,2,5,4,5,3-5 hrs/wk,Sometimes,None,About once/wk,Manage alone,Regular group,Very confident,Not at all,0
SCH-PGIRLS_1ARTS2_036_A,036,SCH-PGIRLS,1ARTS2,1,Female,15,Form 1,Public,General Arts,Boarding,SHS,Usually not a problem,69,75,68,9-10 out of 10,No,5,0,Never,Mostly belong,4,5,5,5,4,5,4,4,8+ hrs/wk,Sometimes,None,A few times/wk,A classmate,Sometimes informal,Very confident,Very interested,0
SCH-PGIRLS_1ARTS2_037_A,037,SCH-PGIRLS,1ARTS2,1,Female,15,Form 1,Public,General Arts,Boarding,JHS,Sometimes difficult,60,79,80,9-10 out of 10,No,5,5,Never,Strongly belong,5,5,4,4,5,5,5,4,8+ hrs/wk,Sometimes,Farming/trading,A few times/wk,A teacher,Sometimes informal,Very confident,Very interested,0
SCH-PGIRLS_1ARTS2_038,038,SCH-PGIRLS,1ARTS2,1,Female,16,Form 1,Public,General Arts,Boarding,Tertiary,Sometimes difficult,50,79,62,9-10 out of 10,No,5,2,Sometimes,Mostly belong,5,5,5,5,4,5,5,5,8+ hrs/wk,Always,None,A few times/wk,A classmate,Regular group,Very confident,Very interested,0
SCH-PGIRLS_1ARTS2_039,039,SCH-PGIRLS,1ARTS2,1,Female,16,Form 1,Public,General Arts,Boarding,SHS,Sometimes difficult,60,62,67,6-8 out of 10,No,4,4,Sometimes,Mostly belong,5,5,4,5,4,4,4,4,6-8 hrs/wk,Always,Heavy housework,A few times/wk,A classmate,No,Very confident,Very interested,0
SCH-PGIRLS_1ARTS2_040,040,SCH-PGIRLS,1ARTS2,1,Female,15,Form 1,Public,General Arts,Day,Tertiary,Sometimes difficult,80,73,80,9-10 out of 10,No,4,4,Never,Not sure,3,4,5,5,5,5,4,5,8+ hrs/wk,Always,Heavy housework,About once/wk,A teacher,No,Fairly confident,Somewhat interested,0
SCH-PGIRLS_1ARTS2_041,041,SCH-PGIRLS,1ARTS2,1,Female,16,Form 1,Public,General Arts,Day,Primary,Sometimes difficult,45,35,60,6-8 out of 10,No,4,6,Often,Mostly belong,4,5,4,4,5,5,5,4,8+ hrs/wk,Sometimes,Heavy housework,A few times/wk,A classmate,No,Very confident,Somewhat interested,0
SCH-PGIRLS_1ARTS2_037_B,037,SCH-PGIRLS,1ARTS2,1,Female,15,Form 1,Public,General Arts,Boarding,JHS,Sometimes difficult,60,79,70,9-10 out of 10,No,5,5,Never,Strongly belong,5,5,5,4,4,5,5,4,8+ hrs/wk,Sometimes,Farming/trading,A few times/wk,A teacher,Sometimes informal,Very confident,Very interested,0
SCH-PGIRLS_1ARTS2_036_B,036,SCH-PGIRLS,1ARTS2,1,Female,15,Form 1,Public,General Arts,Boarding,SHS,Usually not a problem,69,75,78,9-10 out of 10,No,5,0,Never,Mostly not belong,4,5,5,4,5,4,4,4,8+ hrs/wk,Sometimes,None,A few times/wk,A classmate,Sometimes informal,Fairly confident,Very interested,0
SCH-PGIRLS_1ARTS2_035_B,035,SCH-PGIRLS,1ARTS2,1,Female,15,Form 1,Public,General Arts,Boarding,SHS,Sometimes difficult,75,93,90,6-8 out of 10,No,5,0,Never,Not sure,5,4,5,2,2,3,5,4,3-5 hrs/wk,Sometimes,None,About once/wk,Manage alone,Regular group,Very confident,Not at all,0
SCH-PGIRLS_1ARTS2_034_B,034,SCH-PGIRLS,1ARTS2,1,Female,16,Form 1,Public,General Arts,Boarding,JHS,Usually not a problem,75,85,80,9-10 out of 10,No,5,0,Never,Strongly belong,5,5,5,5,5,5,5,5,6-8 hrs/wk,Always,None,About once/wk,A classmate,Regular group,Very confident,Very interested,0
SCH-PGIRLS_1ARTS2_033_B,033,SCH-PGIRLS,1ARTS2,1,Female,16,Form 1,Public,General Arts,Boarding,JHS,Usually not a problem,75,80,81,9-10 out of 10,No,5,0,Never,Strongly belong,5,5,5,5,5,5,5,5,8+ hrs/wk,Always,Paid work,Almost every day,A classmate,Regular group,Very confident,Very interested,0
SCH-PGIRLS_1ARTS2_032_B,032,SCH-PGIRLS,1ARTS2,1,Female,16,Form 1,Public,General Arts,Boarding,Tertiary,Sometimes difficult,50,56,72,6-8 out of 10,No,5,0,Never,Not sure,5,5,5,4,5,5,3,3,3-5 hrs/wk,Sometimes,Paid work,Almost every day,Manage alone,No,Worried,Somewhat interested,0
SCH-PGIRLS_1ARTS2_031_B,031,SCH-PGIRLS,1ARTS2,1,Female,16,Form 1,Public,General Arts,Day,SHS,Sometimes difficult,61,78,75,9-10 out of 10,No,5,0,Never,Not sure,5,5,4,5,5,5,3,5,6-8 hrs/wk,Always,Heavy housework,Almost every day,A classmate,No,Worried,Somewhat interested,0
SCH-PGIRLS_1ARTS2_030_B,030,SCH-PGIRLS,1ARTS2,1,Female,15,Form 1,Public,General Arts,Boarding,Tertiary,Sometimes difficult,52,51,44,9-10 out of 10,No,5,7,Never,Strongly belong,5,5,5,5,4,5,5,5,3-5 hrs/wk,Sometimes,Heavy housework,A few times/wk,A classmate,No,Very confident,Very interested,1
SCH-PGIRLS_1ARTS2_029_B,029,SCH-PGIRLS,1ARTS2,1,Female,15,Form 1,Public,General Arts,Boarding,Unknown,Sometimes difficult,63,44,68,9-10 out of 10,No,5,0,Never,Strongly belong,5,5,5,5,4,5,3,5,6-8 hrs/wk,Always,Paid work,A few times/wk,A classmate,Sometimes informal,Very confident,Not at all,0
SCH-PGIRLS_1ARTS2_028_B,028,SCH-PGIRLS,1ARTS2,1,Female,15,Form 1,Public,General Arts,Day,SHS,Sometimes difficult,12,31,21,9-10 out of 10,No,5,0,Never,Strongly belong,5,5,5,5,5,5,5,5,3-5 hrs/wk,Sometimes,Heavy housework,Almost every day,A classmate,Sometimes informal,Very confident,Very interested,1
SCH-PGIRLS_1ARTS2_027_B,027,SCH-PGIRLS,1ARTS2,1,Female,17,Form 1,Public,General Arts,Boarding,Tertiary,Sometimes difficult,100,68,76,9-10 out of 10,No,4,6,Never,Not sure,5,5,5,5,4,5,4,4,8+ hrs/wk,Always,Heavy housework,Almost every day,A classmate,Regular group,Worried,Very interested,0
SCH-PGIRLS_1ARTS2_026_B,026,SCH-PGIRLS,1ARTS2,1,Female,16,Form 1,Public,General Arts,Boarding,SHS,Never a problem,48,59,65,9-10 out of 10,No,5,0,Never,Not sure,4,5,5,4,4,4,3,5,3-5 hrs/wk,Sometimes,Paid work,Almost every day,A classmate,No,Very confident,Somewhat interested,0
SCH-PGIRLS_1ARTS2_025_B,025,SCH-PGIRLS,1ARTS2,1,Female,16,Form 1,Public,General Arts,Boarding,SHS,Sometimes difficult,65,64,68,9-10 out of 10,No,5,7,Never,Mostly belong,5,5,5,5,4,5,3,1,3-5 hrs/wk,Sometimes,Heavy housework,Almost every day,A classmate,Regular group,Very confident,Very interested,0
SCH-PGIRLS_1ARTS2_024_B,024,SCH-PGIRLS,1ARTS2,1,Female,15,Form 1,Public,General Arts,Boarding,SHS,Sometimes difficult,50,65,55,9-10 out of 10,No,5,7,Never,Mostly not belong,5,5,5,5,5,5,3,1,3-5 hrs/wk,Sometimes,Heavy housework,Almost every day,A classmate,Sometimes informal,Very confident,Very interested,0
SCH-PGIRLS_1ARTS2_023_B,023,SCH-PGIRLS,1ARTS2,1,Female,15,Form 1,Public,General Arts,Boarding,SHS,Usually not a problem,69,62,65,9-10 out of 10,No,5,0,Never,Mostly belong,5,5,5,4,5,5,3,1,3-5 hrs/wk,Always,Paid work,Almost every day,Manage alone,Regular group,Very confident,Somewhat interested,0
SCH-PGIRLS_1ARTS2_022_B,022,SCH-PGIRLS,1ARTS2,1,Female,14,Form 1,Public,General Arts,Boarding,Tertiary,Sometimes difficult,22,30,26,9-10 out of 10,No,5,5,Never,Not sure,5,5,5,5,3,5,5,4,8+ hrs/wk,Always,Heavy housework,Almost every day,A classmate,No,Not sure,Not at all,1
SCH-PGIRLS_1ARTS2_021_B,021,SCH-PGIRLS,1ARTS2,1,Female,15,Form 1,Public,General Arts,Boarding,Tertiary,Usually not a problem,71,75,70,9-10 out of 10,No,5,0,Never,Not sure,5,5,5,3,3,5,3,4,0-2 hrs/wk,Sometimes,Heavy housework,Almost every day,A classmate,Sometimes informal,Very confident,Very interested,0
SCH-PGIRLS_1ARTS2_020_B,020,SCH-PGIRLS,1ARTS2,1,Female,16,Form 1,Public,General Arts,Boarding,Primary,Usually not a problem,60,57,62,9-10 out of 10,No,5,0,Often,Mostly belong,5,5,5,4,4,5,5,5,6-8 hrs/wk,Always,Heavy housework,About once/wk,A teacher,Regular group,Very confident,Very interested,0
SCH-PGIRLS_1ARTS2_019_B,019,SCH-PGIRLS,1ARTS2,1,Female,16,Form 1,Public,General Arts,Boarding,SHS,Sometimes difficult,69,70,72,6-8 out of 10,No,5,0,Sometimes,Mostly belong,5,5,5,5,4,5,4,5,8+ hrs/wk,Sometimes,Heavy housework,A few times/wk,A classmate,Regular group,Very confident,Very interested,0
SCH-PGIRLS_1ARTS2_018_B,018,SCH-PGIRLS,1ARTS2,1,Female,15,Form 1,Public,General Arts,Boarding,SHS,Never a problem,46,64,60,9-10 out of 10,No,5,2,Never,Mostly belong,5,5,5,4,4,5,3,2,6-8 hrs/wk,Always,None,A few times/wk,A classmate,No,Very confident,Not very,0
SCH-PGIRLS_1ARTS2_017_B,017,SCH-PGIRLS,1ARTS2,1,Female,13,Form 1,Public,General Arts,Boarding,Tertiary,Sometimes difficult,67,48,65,9-10 out of 10,No,5,0,Never,Strongly belong,5,5,5,5,4,5,4,5,6-8 hrs/wk,Sometimes,None,A few times/wk,A classmate,No,Very confident,Very interested,0
SCH-PGIRLS_1ARTS2_016_B,016,SCH-PGIRLS,1ARTS2,1,Female,17,Form 1,Public,General Arts,Boarding,JHS,Sometimes difficult,66,82,80,9-10 out of 10,No,5,0,Never,Strongly belong,4,4,4,4,3,4,3,3,0-2 hrs/wk,Sometimes,Paid work,About once/wk,A classmate,No,Fairly confident,Not at all,0
SCH-PGIRLS_1ARTS2_015_B,015,SCH-PGIRLS,1ARTS2,1,Female,14,Form 1,Public,General Arts,Boarding,Tertiary,Never a problem,64,80,82,9-10 out of 10,No,5,0,Never,Strongly belong,5,5,5,4,5,5,5,4,3-5 hrs/wk,Always,None,A few times/wk,A teacher,Regular group,Very confident,Very interested,0
SCH-PGIRLS_1ARTS2_014_B,014,SCH-PGIRLS,1ARTS2,1,Female,15,Form 1,Public,General Arts,Boarding,Tertiary,Sometimes difficult,45,63,58,6-8 out of 10,No,5,0,Never,Mostly belong,5,4,5,5,3,5,4,5,8+ hrs/wk,Always,None,Almost every day,A teacher,Regular group,Very confident,Somewhat interested,0
SCH-PGIRLS_1ARTS2_013_B,013,SCH-PGIRLS,1ARTS2,1,Female,15,Form 1,Public,General Arts,Boarding,Unknown,Never a problem,60,50,65,9-10 out of 10,No,5,3,Sometimes,Mostly belong,4,5,5,4,3,5,2,4,0-2 hrs/wk,Always,None,Rarely,Manage alone,No,Very confident,Somewhat interested,0
SCH-PGIRLS_1ARTS2_012_B,012,SCH-PGIRLS,1ARTS2,1,Female,17,Form 1,Public,General Arts,Boarding,JHS,Very difficult,60,58,77,9-10 out of 10,No,5,0,Sometimes,Mostly belong,4,4,5,5,4,3,5,2,3-5 hrs/wk,Sometimes,Paid work,Rarely,A classmate,Regular group,Not sure,Somewhat interested,0
SCH-PGIRLS_1ARTS2_011_B,011,SCH-PGIRLS,1ARTS2,1,Female,17,Form 1,Public,General Arts,Boarding,SHS,Sometimes difficult,62,66,70,9-10 out of 10,No,5,0,Sometimes,Mostly belong,5,5,5,5,4,5,5,4,6-8 hrs/wk,Always,Heavy housework,Rarely,Manage alone,No,Very confident,Very interested,0
SCH-PGIRLS_1ARTS2_010_B,010,SCH-PGIRLS,1ARTS2,1,Female,16,Form 1,Public,General Arts,Boarding,JHS,Sometimes difficult,57,51,72,9-10 out of 10,No,5,0,Sometimes,Not sure,4,5,5,3,3,5,3,4,3-5 hrs/wk,Sometimes,Heavy housework,A few times/wk,A classmate,Sometimes informal,Fairly confident,Somewhat interested,0
SCH-PGIRLS_1ARTS2_009_B,009,SCH-PGIRLS,1ARTS2,1,Female,15,Form 1,Public,General Arts,Boarding,JHS,Sometimes difficult,40,50,58,9-10 out of 10,No,5,0,Never,Strongly belong,,4,5,5,4,5,3,5,3-5 hrs/wk,Always,None,A few times/wk,A classmate,No,Very confident,Somewhat interested,0
SCH-PGIRLS_1ARTS2_008_B,008,SCH-PGIRLS,1ARTS2,1,Female,17,Form 1,Public,General Arts,Boarding,Tertiary,Sometimes difficult,20,24,40,6-8 out of 10,No,5,0,Never,Strongly belong,4,5,5,4,4,5,4,5,3-5 hrs/wk,Sometimes,Heavy housework,Rarely,A teacher,No,Very confident,Very interested,1
SCH-PGIRLS_1ARTS2_007_B,007,SCH-PGIRLS,1ARTS2,1,Female,16,Form 1,Public,General Arts,Day,Tertiary,Usually not a problem,91,48,88,9-10 out of 10,No,4,8,Never,Mostly belong,4,5,5,4,5,5,3,4,8+ hrs/wk,Always,Heavy housework,Almost every day,A classmate,No,Very confident,Somewhat interested,0
SCH-PGIRLS_1ARTS2_006_B,006,SCH-PGIRLS,1ARTS2,1,Female,15,Form 1,Public,General Arts,Day,Tertiary,Sometimes difficult,92,65,85,9-10 out of 10,No,5,2,Often,Mostly not belong,5,5,5,3,5,5,5,3,6-8 hrs/wk,Sometimes,Farming/trading,A few times/wk,A classmate,No,Very confident,Very interested,0
SCH-PGIRLS_1ARTS2_005_B,005,SCH-PGIRLS,1ARTS2,1,Female,15,Form 1,Public,General Arts,Boarding,SHS,Usually not a problem,69,52,60,6-8 out of 10,No,3,14,Sometimes,Mostly belong,4,5,5,4,3,5,3,5,0-2 hrs/wk,Sometimes,Heavy housework,A few times/wk,A classmate,Sometimes informal,Fairly confident,Somewhat interested,0
SCH-PGIRLS_1ARTS2_004_B,004,SCH-PGIRLS,1ARTS2,1,Female,16,Form 1,Public,General Arts,Boarding,JHS,Usually not a problem,49,65,68,9-10 out of 10,No,5,2,Never,Mostly belong,5,5,5,3,4,5,4,5,3-5 hrs/wk,Sometimes,Heavy housework,A few times/wk,A teacher,No,Very confident,Very interested,0
SCH-PGIRLS_1ARTS2_003_B,003,SCH-PGIRLS,1ARTS2,1,Female,17,Form 1,Public,General Arts,Boarding,Tertiary,Never a problem,55,50,48,9-10 out of 10,No,5,3,Sometimes,Mostly belong,4,4,4,4,4,4,4,4,3-5 hrs/wk,Always,Heavy housework,A few times/wk,A classmate,Regular group,Very confident,Very interested,1
SCH-PGIRLS_1ARTS2_002_B,002,SCH-PGIRLS,1ARTS2,1,Female,15,Form 1,Public,General Arts,Boarding,Tertiary,Usually not a problem,67,65,72,9-10 out of 10,No,5,0,Never,Strongly belong,5,5,5,5,5,5,4,5,8+ hrs/wk,Always,None,About once/wk,A teacher,Sometimes informal,Very confident,Very interested,0
SCH-PGIRLS_1ARTS2_001_B,001,SCH-PGIRLS,1ARTS2,1,Female,16,Form 1,Public,General Arts,Boarding,SHS,Usually not a problem,40,32,41,6-8 out of 10,No,5,4,Sometimes,Mostly belong,4,5,4,3,5,4,4,3,6-8 hrs/wk,Sometimes,None,A few times/wk,A classmate,Regular group,Very confident,Somewhat interested,1
SCH-JOY_2ARTS1-A_001,001,SCH-JOY,2ARTS1-A,1,Female,16,Form 2,Private,General Arts,Boarding,Tertiary,Sometimes difficult,56,79,60,9-10 out of 10,No,5,12,Often,Not sure,5,5,5,5,4,5,5,5,3-5 hrs/wk,Always,Paid work,A few times/wk,A classmate,Sometimes informal,Fairly confident,Somewhat interested,0
SCH-JOY_2ARTS1-A_002,002,SCH-JOY,2ARTS1-A,1,Male,16,Form 2,Private,General Arts,Boarding,JHS,Sometimes difficult,59,76,78,9-10 out of 10,No,5,0,Never,Mostly not belong,4,5,5,3,5,5,2,5,0-2 hrs/wk,Rarely/Never,None,A few times/wk,A classmate,No,Fairly confident,Not very,0
SCH-JOY_2ARTS1-A_003,003,SCH-JOY,2ARTS1-A,1,Male,18,Form 2,Private,General Arts,Boarding,Tertiary,Sometimes difficult,75,89,85,9-10 out of 10,No,5,5,Never,Not sure,5,5,4,5,5,4,5,5,8+ hrs/wk,Sometimes,Farming/trading,A few times/wk,A classmate,Sometimes informal,Not sure,Somewhat interested,0
