Node_ID,Roster_Code,School_Code,Class_Code,Label_Available,Q1_Gender,Q2_Age,Q3_Form,Q4_SchoolType,Q5_Programme,Q6_Residence,Q7_ParentEdu,Q8_FinDifficulty,Q10_MathsScore,Q11_EnglishScore,Q12_CAScore,Q13_AssignRate,Q14_Repeated,Q15_DaysAttend,Q16_DaysMissed,Q17_Lateness,Q18_Belonging,Q19_EnjoyLearn,Q20_StudyOwnWill,Q21_CanPass,Q22_SetGoals,Q23_Confident,Q24_PlanContinue,Q25_TeachersCare,Q26_HasSupport,Q27_StudyHours,Q28_QuietPlace,Q29_OutsideWork,Q31_StudyFreq,Q32_TurnToFirst,Q33_StudyGroup,Q34_ExamConfidence,Q35_Interest,TARGET_AtRisk
SCH-BPRESEC_1ARTS_039,039,SCH-BPRESEC,1ARTS,1,Male,14,Form 1,Public,General Arts,Boarding,Tertiary,Never a problem,47,51,52,9-10 out of 10,No,5,0,Sometimes,Mostly belong,5,5,5,5,5,5,5,5,3-5 hrs/wk,Always,None,About once/wk,A classmate,No,Very confident,Very interested,0
SCH-BPRESEC_1ARTS1_040,040,SCH-BPRESEC,1ARTS1,1,Male,17,Form 1,Public,General Arts,Boarding,Tertiary,Never a problem,75,81,80.4,9-10 out of 10,No,5,4,Often,Strongly belong,5,5,5,5,5,5,5,5,6-8 hrs/wk,Sometimes,Heavy housework,A few times/wk,Manage alone,Sometimes informal,Fairly confident,Very interested,0
SCH-BPRESEC_1ARTS1_041,041,SCH-BPRESEC,1ARTS1,1,Male,16,Form 1,Public,General Arts,Boarding,SHS,Usually not a problem,54,63,63.4,6-8 out of 10,No,5,5,Never,Mostly belong,5,5,4,4,4,5,2,4,6-8 hrs/wk,Always,Heavy housework,Rarely,Manage alone,Sometimes informal,Fairly confident,Somewhat interested,0
SCH-BPRESEC_1ARTS_042,042,SCH-BPRESEC,1ARTS,1,Male,16,Form 1,Public,General Arts,Boarding,SHS,Very difficult,63,67,65.2,6-8 out of 10,No,5,0,Never,Strongly belong,5,5,5,4,4,5,2,5,6-8 hrs/wk,Sometimes,Heavy housework,A few times/wk,A teacher,No,Very confident,Very interested,0
SCH-BPRESEC_1ARTS1_043,043,SCH-BPRESEC,1ARTS1,1,Male,16,Form 1,Public,General Arts,Day,Primary,Sometimes difficult,40,39,42,9-10 out of 10,No,4,16,Often,Not sure,4,4,5,4,5,5,5,5,3-5 hrs/wk,Rarely/Never,Farming/trading,About once/wk,A classmate,No,Not sure,Somewhat interested,1
SCH-BPRESEC_1ARTS1_044,044,SCH-BPRESEC,1ARTS1,1,Male,15,Form 1,Public,General Arts,Boarding,SHS,Very difficult,53,57,55.5,9-10 out of 10,No,5,3,Never,Mostly not belong,4,5,5,5,5,5,4,4,3-5 hrs/wk,Sometimes,None,Rarely,A classmate,No,Not sure,Somewhat interested,0
SCH-BPRESEC_1ARTS_045,045,SCH-BPRESEC,1ARTS,1,Female,16,Form 1,Public,General Arts,Boarding,SHS,Sometimes difficult,18,22,30.5,6-8 out of 10,No,5,0,Sometimes,Mostly not belong,4,4,5,3,4,5,4,4,6-8 hrs/wk,Sometimes,Heavy housework,A few times/wk,A classmate,No,Fairly confident,Not very,1
SCH-BPRESEC_1ARTS1_046,046,SCH-BPRESEC,1ARTS1,1,Female,16,Form 1,Public,General Arts,Boarding,Primary,Sometimes difficult,73,70,78,9-10 out of 10,No,5,0,Never,Mostly belong,5,5,5,5,4,5,3,5,8+ hrs/wk,Sometimes,Heavy housework,A few times/wk,A classmate,Sometimes informal,Very confident,Very interested,0
SCH-BPRESEC_1BUS_001,001,SCH-BPRESEC,1BUS,1,Male,15,Form 1,Public,Business,Boarding,Primary,Usually not a problem,50,,55.6,9-10 out of 10,No,5,0,Never,Mostly belong,5,5,4,4,5,4,5,4,6-8 hrs/wk,Rarely/Never,None,A few times/wk,A classmate,Regular group,Very confident,Very interested,0
SCH-BPRESEC_1BUS_002,002,SCH-BPRESEC,1BUS,1,Male,16,Form 1,Public,Business,Boarding,Primary,Never a problem,60,62,68.3,9-10 out of 10,No,5,5,Sometimes,Mostly belong,4,4,4,4,5,5,1,4,3-5 hrs/wk,Sometimes,Farming/trading,Almost every day,A classmate,Sometimes informal,Fairly confident,Very interested,0
SCH-BPRESEC_1BUS_003,003,SCH-BPRESEC,1BUS,1,Female,17,Form 1,Public,Business,Day,SHS,Sometimes difficult,63,64,68,9-10 out of 10,No,4,14,Sometimes,Strongly belong,5,4,4,4,4,5,4,4,3-5 hrs/wk,Sometimes,Paid work,Almost every day,A classmate,Sometimes informal,Fairly confident,Somewhat interested,0
SCH-BPRESEC_1BUS_004,004,SCH-BPRESEC,1BUS,1,Female,15,Form 1,Public,Business,Boarding,SHS,Usually not a problem,60,60,64,9-10 out of 10,No,5,2,Sometimes,Mostly not belong,5,4,5,5,5,5,5,5,6-8 hrs/wk,Rarely/Never,None,Almost every day,Manage alone,Regular group,Fairly confident,Somewhat interested,0
SCH-BPRESEC_1BUS_005,005,SCH-BPRESEC,1BUS,1,Female,15,Form 1,Public,Business,Day,Tertiary,Never a problem,64,68,67,6-8 out of 10,No,4,15,Never,Mostly belong,5,5,5,5,5,5,5,5,6-8 hrs/wk,Always,None,Almost every day,A classmate,Sometimes informal,Very confident,Very interested,0
SCH-BPRESEC_1BUS_006,006,SCH-BPRESEC,1BUS,1,Male,16,Form 1,Public,Business,Boarding,SHS,Never a problem,60,62,64,9-10 out of 10,No,5,0,Never,Mostly belong,4,5,4,5,4,5,4,5,8+ hrs/wk,Always,None,A few times/wk,A classmate,Regular group,Not sure,Somewhat interested,0
SCH-BPRESEC_1BUS_007,007,SCH-BPRESEC,1BUS,1,Male,16,Form 1,Public,Business,Boarding,Tertiary,Sometimes difficult,53,50,61,9-10 out of 10,No,5,0,Never,Mostly not belong,3,3,2,2,3,2,2,3,8+ hrs/wk,Rarely/Never,None,About once/wk,A classmate,Sometimes informal,Very confident,Somewhat interested,0
SCH-BPRESEC_1BUS_008,008,SCH-BPRESEC,1BUS,1,Female,17,Form 1,Public,Business,Boarding,Unknown,Sometimes difficult,74,72,70,9-10 out of 10,No,5,6,Often,Not sure,4,4,4,4,5,5,3,4,6-8 hrs/wk,Always,Farming/trading,About once/wk,A classmate,Sometimes informal,Fairly confident,Somewhat interested,0
SCH-BPRESEC_1BUS_009,009,SCH-BPRESEC,1BUS,1,Male,16,Form 1,Public,Business,Day,Tertiary,Never a problem,43,40,46,6-8 out of 10,No,5,2,Never,Strongly belong,5,4,5,5,4,4,5,4,6-8 hrs/wk,Sometimes,None,A few times/wk,A classmate,Regular group,Fairly confident,Not very,1
SCH-BPRESEC_1BUS_010,010,SCH-BPRESEC,1BUS,1,Male,16,Form 1,Public,Business,Boarding,Tertiary,Never a problem,39,25,42,9-10 out of 10,No,4,10,Sometimes,Mostly not belong,5,5,5,4,5,5,4,4,3-5 hrs/wk,Sometimes,Heavy housework,Almost every day,A classmate,Sometimes informal,Worried,Not at all,1
SCH-BPRESEC_1BUS_011,011,SCH-BPRESEC,1BUS,1,Female,16,Form 1,Public,Business,Day,SHS,Sometimes difficult,80,83,88,9-10 out of 10,No,5,0,Sometimes,Strongly belong,5,4,5,5,4,5,5,5,6-8 hrs/wk,Rarely/Never,None,Rarely,No one,Regular group,Not sure,Somewhat interested,0
SCH-BPRESEC_1BUS_012,012,SCH-BPRESEC,1BUS,1,Male,17,Form 1,Public,Business,Boarding,SHS,Very difficult,72,72,79,6-8 out of 10,No,5,0,Never,Mostly belong,4,3,3,4,5,5,3,3,6-8 hrs/wk,Sometimes,Farming/trading,About once/wk,A classmate,No,Fairly confident,Not very,0
SCH-BPRESEC_1BUS_013,013,SCH-BPRESEC,1BUS,1,Male,17,Form 1,Public,Business,Day,Primary,Very difficult,63,59,65,9-10 out of 10,No,4,11,Sometimes,Mostly belong,5,4,4,5,5,4,4,4,6-8 hrs/wk,Rarely/Never,None,Rarely,Manage alone,Sometimes informal,Not sure,Not very,0
SCH-BPRESEC_1BUS_014,014,SCH-BPRESEC,1BUS,1,Female,17,Form 1,Public,Business,Boarding,No formal education,Very difficult,62,61,63,6-8 out of 10,No,5,5,Sometimes,Strongly belong,5,5,5,5,5,5,5,5,8+ hrs/wk,Always,None,A few times/wk,A teacher,Sometimes informal,Fairly confident,Very interested,0
SCH-BPRESEC_1BUS_015,015,SCH-BPRESEC,1BUS,1,Male,16,Form 1,Public,Business,Day,Primary,Sometimes difficult,53,48,59,9-10 out of 10,No,5,5,Never,Not sure,4,4,4,4,3,4,4,3,6-8 hrs/wk,Always,Farming/trading,About once/wk,A classmate,Sometimes informal,Very confident,Very interested,0
SCH-BPRESEC_1BUS_016,016,SCH-BPRESEC,1BUS,1,Female,16,Form 1,Public,Business,Boarding,SHS,Sometimes difficult,42,47,43,6-8 out of 10,No,5,0,Never,Mostly not belong,5,5,4,4,5,5,3,5,3-5 hrs/wk,Rarely/Never,Heavy housework,Rarely,Manage alone,Sometimes informal,Not sure,Not very,1
SCH-BPRESEC_1BUS_017,017,SCH-BPRESEC,1BUS,1,Male,18,Form 1,Public,Business,Boarding,SHS,Sometimes difficult,19,24,34,9-10 out of 10,No,5,0,Sometimes,Mostly not belong,5,4,4,5,5,4,5,5,6-8 hrs/wk,Rarely/Never,None,A few times/wk,A classmate,Sometimes informal,Very worried,Not at all,1
SCH-BPRESEC_1BUS_018,018,SCH-BPRESEC,1BUS,1,Female,16,Form 1,Public,Business,Boarding,Primary,Sometimes difficult,51,53,57,3-5 out of 10,No,5,0,Sometimes,Strongly not belong,3,3,3,3,3,3,2,2,6-8 hrs/wk,Always,None,A few times/wk,A classmate,Sometimes informal,Fairly confident,Somewhat interested,0
SCH-BPRESEC_1BUS_019,019,SCH-BPRESEC,1BUS,1,Male,15,Form 1,Public,Business,Day,SHS,Sometimes difficult,40,43,45,6-8 out of 10,No,4,4,Sometimes,Mostly belong,5,4,5,4,4,4,5,4,6-8 hrs/wk,Rarely/Never,Heavy housework,Almost every day,A classmate,Regular group,Not sure,Somewhat interested,1
SCH-BPRESEC_1BUS_020,020,SCH-BPRESEC,1BUS,1,Female,16,Form 1,Public,Business,Day,Tertiary,Sometimes difficult,34,28,34,6-8 out of 10,No,5,3,Sometimes,Not sure,5,4,4,5,4,4,4,4,8+ hrs/wk,Always,Farming/trading,Almost every day,A classmate,Regular group,Worried,Not at all,1
SCH-BPRESEC_1BUS_021,021,SCH-BPRESEC,1BUS,1,Female,16,Form 1,Public,Business,Day,Tertiary,Never a problem,65,65,69,9-10 out of 10,No,5,1,Never,Mostly not belong,4,5,5,4,4,4,5,5,3-5 hrs/wk,Always,None,About once/wk,A teacher,Regular group,Fairly confident,Somewhat interested,0
SCH-BPRESEC_1BUS_022,022,SCH-BPRESEC,1BUS,1,Male,15,Form 1,Public,Business,Day,No formal education,Never a problem,47,58,57,6-8 out of 10,No,5,0,Sometimes,Mostly not belong,4,4,4,4,4,3,2,2,6-8 hrs/wk,Always,Paid work,A few times/wk,A classmate,No,Very confident,Somewhat interested,0
